Año,Aerolinea,Mes,Pasajeros
2004,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,2,69776
2004,Aeromar,2,32288
2004,Aerovías Caribe S.A  de C.V,2,50037
2004,Aeroméxico (Aerovías de México),2,495638
2004,Aviacsa (Consorcio Aviaxsa),2,210030
2004,Grupo  Aereo Monterrey,2,33992
2004,Lineas Aereas Azteca,2,51408
2004,Mexicana (Mexicana de Aviación),2,364417
2005,ABC Aerolineas,2,0
2005,Aerocalifornia,2,134880
2005,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,2,72773
2005,Aeromar,2,39197
2005,Aerovías Caribe S.A  de C.V,2,53141
2005,Aeroméxico (Aerovías de México),2,506647
2005,Aviacsa (Consorcio Aviaxsa),2,226672
2005,Avolar,2,0
2005,Grupo Aereo  Monterrey,2,28277
2005,Lineas Aereas Azteca,2,48785
2005,Mexicana (Mexicana de Aviación),2,363151
2006,ABC Aerolíneas,2,47888
2006,Aerocalifornia,2,118227
2006,Aeroenlaces,2,0
2006,Aerolineas Mesoamericanas,2,0
2006,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,2,61484
2006,Aeromar,2,48445
2006,Aerovías Caribe S.A  de C.V,2,104006
2006,Aeroméxico (Aerovías de México),2,465120
2006,Aviacsa (Consorcio Aviaxsa),2,212075
2006,Avolar,2,8980
2006,Grupo  Aereo Monterrey,2,28221
2006,Lineas Aereas Azteca,2,79288
2006,Mexicana (Mexicana de Aviación),2,358553
2006,Vuela,2,0
2007,Aeroméxico (Aerovías de México),2,429089
2007,Mexicana (Mexicana de Aviación),2,293175
2007,Aviacsa (Consorcio Aviaxsa),2,254855
2007,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,2,152223
2007,Vuela,2,100053
2007,Aerovías Caribe S.A  de C.V,2,127596
2007,ABC Aerolineas,2,93617
2007,Aerocalifornia,2,85355
2007,Aeroenlaces,2,53302
2007,Avolar,2,62946
2007,Aerolineas Mesoamericanas,2,40948
2007,Grupo Aereo  Monterrey,2,47538
2007,Aeromar,2,36973
2007,Lineas Aereas Azteca,2,42770
2008,ABC Aerolineas,2,231223
2008,Aerocalifornia,2,103387
2008,Aeroenlaces,2,113186
2008,Aerolineas Mesoamericanas,2,101241
2008,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,2,228622
2008,Aeromar,2,35872
2008,Aerovías Caribe S.A  de C.V,2,167983
2008,Aeroméxico (Aerovías de México),2,376080
2008,Aviacsa (Consorcio Aviaxsa),2,171166
2008,Avolar,2,78843
2008,Grupo Aereo  Monterrey,2,36135
2008,Mexicana (Mexicana de Aviación),2,314732
2008,Vuela,2,243112
2009,Aeroméxico Connect (Aerolitoral),2,283314
2009,Aeroméxico (Aerovias de México),2,331156
2009,Click (Aerovías Caribe),2,313610
2009,Volaris (Concesionaria Vuela Cia de Aviación),2,232576
2009,Interjet (ABC Aerolíneas),2,231618
2009,Mexicana (Mexicana de Aviación),2,222159
2009,Vivaaerobus (Aeroenlaces),2,67079
2009,Aviacsa (Consorcio Aviaxsa),2,203209
2009,Magnicharters (Grupo Aéreo Monterrey),2,30602
2009,Aeromar,2,40317
2009,Mexicana Link,2,0
2009,Aerocalifornia,2,0
2009,Alma (Aerolineas Mesoamericanas),2,0
2009,Avolar,2,0
2010,Aeroméxico Connect (Aerolitoral),2,313865
2010,Click (Aerovías Caribe),2,279145
2010,Aeroméxico (Aerovías de México),2,266289
2010,Interjet (ABC Aerolíneas),2,215165
2010,Volaris (Concesionaria Vuela Cia de Aviación),2,216677
2010,Mexicana (Mexicana de Aviación),2,159076
2010,Vivaaerobus (Aeroenlaces),2,114937
2010,Mexicana Link ,2,65633
2010,Aeromar,2,41925
2010,Magnicharters (Grupo Aéreo Monterrey),2,28739
2010,Aeroméxico Travel,2,0
2011,Interjet (ABC Aerolíneas),2,402688
2011,Aeroméxico Connect (Aerolitoral),2,378550
2011,Aeroméxico (Aerovías de México),2,349671
2011,Volaris (Concesionaria Vuela Cia de Aviación),2,341891
2011,Vivaaerobus (Aeroenlaces),2,158314
2011,Magnicharters (Grupo Aéreo Monterrey),2,40589
2011,Aeromar,2,38893
2012,Interjet (ABC Aerolíneas),2,488097
2012,Aeroméxico Connect (Aerolitoral),2,400938
2012,Aeroméxico (Aerovías de México),2,417970
2012,Volaris (Concesionaria Vuela Cia de Aviación),2,372447
2012,Vivaaerobus (Aeroenlaces),2,206603
2012,Magnicharters (Grupo Aéreo Monterrey),2,34221
2012,Aeromar,2,41181
2013,Interjet (ABC Aerolíneas),2,493146
2013,Aeroméxico Connect (Aerolitoral),2,415393
2013,Aeroméxico (Aerovías de México),2,332575
2013,Volaris (Concesionaria Vuela Cia de Aviación),2,445437
2013,Vivaaerobus (Aeroenlaces),2,243858
2013,Magnicharters (Grupo Aéreo Monterrey),2,31977
2013,Aeromar,2,42253
2014,Aéreo Calafia,2,0
2014,Aeromar,2,36106
2014,Aeroméxico (Aerovías de México),2,350525
2014,Aeroméxico Connect (Aerolitoral),2,522743
2014,Interjet (ABC Aerolíneas),2,528206
2014,Magnicharters (Grupo Aéreo Monterrey),2,48251
2014,Transportes Aéreos Regionales (TAR),2,0
2014,Vivaaerobus (Aeroenlaces),2,233864
2014,Volaris (Concesionaria Vuela Cia de Aviación),2,482895
2015,Aéreo Calafia,2,5000
2015,Aeromar,2,37087
2015,Aeroméxico (Aerovías de México),2,394100
2015,Aeroméxico Connect (Aerolitoral),2,533721
2015,Interjet (ABC Aerolíneas),2,582985
2015,Magnicharters (Grupo Aéreo Monterrey),2,48937
2015,Transportes Aéreos Regionales (TAR),2,13855
2015,Vivaaerobus (Aeroenlaces),2,268736
2015,Volaris (Concesionaria Vuela Cia de Aviación),2,561261
2016,Aéreo Calafia,2,10385
2016,Aeromar,2,43056
2016,Aeroméxico (Aerovías de México),2,385680
2016,Aeroméxico Connect (Aerolitoral),2,541131
2016,Interjet (ABC Aerolíneas),2,639721
2016,Magnicharters (Grupo Aéreo Monterrey),2,39542
2016,Transportes Aéreos Regionales (TAR),2,42185
2016,Vivaaerobus (Aeroenlaces),2,300028
2016,Volaris (Concesionaria Vuela Cia de Aviación),2,783089
2017,Aéreo Calafia,2,12042
2017,Aeromar,2,48486
2017,Aeroméxico (Aerovías de México),2,416371
2017,Aeroméxico Connect (Aerolitoral),2,555301
2017,Interjet (ABC Aerolíneas),2,666189
2017,Magnicharters (Grupo Aéreo Monterrey),2,41746
2017,Transportes Aéreos Regionales (TAR),2,32968
2017,Vivaaerobus (Aeroenlaces),2,431035
2017,Volaris (Concesionaria Vuela Cia de Aviación),2,895521
2018,Aéreo Calafia,2,22962
2018,Aeromar,2,58017
2018,Aeroméxico (Aerovías de México),2,403562
2018,Aeroméxico Connect (Aerolitoral),2,607070
2018,Interjet (ABC Aerolíneas),2,703483
2018,Magnicharters (Grupo Aéreo Monterrey),2,39995
2018,Transportes Aéreos Regionales (TAR),2,44679
2018,Vivaaerobus (Aeroenlaces),2,554875
2018,Volaris (Concesionaria Vuela Cia de Aviación),2,988311
2019,Aéreo Calafia,2,20074
2019,Aeromar,2,57214
2019,Aeroméxico (Aerovías de México),2,411787
2019,Aeroméxico Connect (Aerolitoral),2,558927
2019,Interjet (ABC Aerolíneas),2,701938
2019,Magnicharters (Grupo Aéreo Monterrey),2,31139
2019,Transportes Aéreos Regionales (TAR),2,40877
2019,Vivaaerobus (Aeroenlaces),2,599550
2019,Volaris (Concesionaria Vuela Cia de Aviación),2,1169411
2020,Aéreo Calafia,2,10857
2020,Aeromar,2,58340
2020,Aeroméxico (Aerovías de México),2,420890
2020,Aeroméxico Connect (Aerolitoral),2,567151
2020,Interjet (ABC Aerolíneas),2,784342
2020,Magnicharters (Grupo Aéreo Monterrey),2,26652
2020,Transportes Aéreos Regionales (TAR),2,36382
2020,Vivaaerobus (Aeroenlaces),2,841486
2020,Volaris (Concesionaria Vuela Cia de Aviación),2,1345726
2021,Volaris (Concesionaria Vuela Cia de Aviación),2,866077
2021,Vivaaerobus (Aeroenlaces),2,566659
2021,Aeroméxico (Aerovías de México),2,404721
2021,Aeroméxico Connect (Aerolitoral),2,329296
2021,Magnicharters (Grupo Aéreo Monterrey),2,13877
2021,Aeromar,2,20831
2021,Transportes Aéreos Regionales (TAR),2,12256
2021,Aéreo Calafia,2,8230
2022,Volaris (Concesionaria Vuela Cia de Aviación),2,1626280
2022,Vivaaerobus (Aeroenlaces),2,1012667
2022,Aeroméxico (Aerovías de México),2,499376
2022,Aeroméxico Connect (Aerolitoral),2,356401
2022,Aeromar,2,25622
2022,Magnicharters (Grupo Aéreo Monterrey),2,14632
2022,Transportes Aéreos Regionales (TAR),2,22836
2022,Aéreo Calafia,2,10775
2023,Volaris (Concesionaria Vuela Cia de Aviación),2,1853504
2023,Vivaaerobus (Aeroenlaces),2,1287669
2023,Aeroméxico (Aerovías de México),2,845675
2023,Aeroméxico Connect (Aerolitoral),2,416674
2023,Magnicharters (Grupo Aéreo Monterrey),2,11992
2023,Transportes Aéreos Regionales (TAR),2,19704
2023,Aéreo Calafia,2,9031
2023,Aeromar,2,9220
2023,Aerus,2,0
1992,Aeroméxico (Aerovías de México),3,444647
1992,Mexicana (Mexicana de Aviación),3,425599
1992,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",3,33264
1992,Aerocalifornia,3,63142
1992,Aviacsa (Consorcio Aviaxsa),3,25940
1992,Servicios Aereos Rutas Oriente  (S.A.R.O),3,26557
1992,Aerovías Caribe S.A  de C.V,3,18450
1992,Aeromar,3,18632
1992,Aviación del Noroeste S.A de C.V,3,14552
1992,Aerocozumel,3,12917
1992,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,14410
1992,Aerovías de Poniente S.A de C.V,3,2731
1992,Aero Sudpacifico S.A.,3,2641
1992,Aeromonterrey,3,2946
1992,Aerolineas Morelos S.A (Aeromorelos),3,1643
1992,Transportes Aéreos  Gane S.A  de C.V,3,638
1992,Servicio Aéreo Leo López S.A. de C.V,3,439
1993,Aero Sudpacifico S.A.,3,2299
1993,Aerocalifornia,3,56477
1993,Aerocozumel,3,18615
1993,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,20401
1993,Aeromar,3,23550
1993,Aeromonterrey,3,1592
1993,Aerolineas Morelos S.A (Aeromorelos),3,2274
1993,Aerovías Caribe S.A  de C.V,3,18450
1993,Aeroméxico (Aerovías de México),3,482810
1993,Aerovías de Poniente S.A de C.V,3,20362
1993,Aviación del Noroeste S.A de C.V,3,16814
1993,Aviacsa (Consorcio Aviaxsa),3,33343
1993,Mexicana (Mexicana de Aviación),3,371065
1993,"Pal Aerolineas, S.A. de C.V.",3,0
1993,Servicios Aereos Rutas Oriente  (S.A.R.O),3,38246
1993,Servicio Aéreo Leo López S.A. de C.V,3,357
1993,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",3,52629
1993,Transportes Aéreos  Gane S.A  de C.V,3,305
1994,Aero Sudpacifico S.A.,3,2730
1994,Aerocalifornia,3,62239
1994,Aerocozumel,3,19619
1994,Aeroejecutivo S.A de C.V ,3,0
1994,Aerolineas Internacionales,3,0
1994,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,16642
1994,Aeromar,3,27944
1994,Aerolineas Morelos S.A (Aeromorelos),3,1696
1994,Aerovías Caribe S.A  de C.V,3,20950
1994,Aeroméxico (Aerovías de México),3,597230
1994,Aerovías de Poniente S.A de C.V,3,25967
1994,Aviación del Noroeste S.A de C.V,3,13800
1994,Aviacsa (Consorcio Aviaxsa),3,32786
1994,Lineas Aereas Allegro,3,0
1994,Mexicana (Mexicana de Aviación),3,439999
1994,"Pal Aerolineas, S.A. de C.V.",3,4831
1994,Servicios Aereos Rutas Oriente  (S.A.R.O),3,58199
1994,Servicio Aéreo Leo López S.A. de C.V,3,390
1994,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",3,153779
1994,Transportes Aéreos  Gane S.A  de C.V,3,0
1995,Aero Sudpacifico S.A.,3,3282
1995,Aerocalifornia,3,66013
1995,Aerocozumel,3,16895
1995,Aeroejecutivo S.A de C.V ,3,13064
1995,Aerolineas Internacionales,3,9513
1995,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,37836
1995,Aeromar,3,22943
1995,Aerolineas Morelos S.A (Aeromorelos),3,2404
1995,Aerovías Caribe S.A  de C.V,3,27108
1995,Aeroméxico (Aerovías de México),3,472241
1995,Aviación del Noroeste S.A de C.V,3,5060
1995,Aviacsa (Consorcio Aviaxsa),3,42808
1995,Lineas Aereas Allegro,3,950
1995,Mexicana (Mexicana de Aviación),3,382507
1995,"Pal Aerolineas, S.A. de C.V.",3,0
1995,Servicios Aereos Rutas Oriente  (S.A.R.O),3,0
1995,Servicio Aéreo Leo López S.A. de C.V,3,0
1995,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",3,151806
1995,Transportes Aéreos  Gane S.A  de C.V,3,0
1996,Aero Cuahonte S.A de C.V,3,0
1996,Aero Sudpacifico S.A.,3,1415
1996,Aerocalifornia,3,75422
1996,Aerocozumel,3,14408
1996,Aeroejecutivo S.A de C.V ,3,15635
1996,Aerolineas Internacionales,3,13294
1996,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,41075
1996,Aeromar,3,45448
1996,Aerolineas Morelos S.A (Aeromorelos),3,2221
1996,Aerovías Caribe S.A  de C.V,3,32043
1996,Aeroméxico (Aerovías de México),3,445545
1996,Aviación del Noroeste S.A de C.V,3,2353
1996,Aviacsa (Consorcio Aviaxsa),3,33986
1996,Lineas Aereas Allegro,3,3683
1996,Mexicana (Mexicana de Aviación),3,361629
1996,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",3,87118
1997,Aero Cuahonte S.A de C.V,3,3618
1997,Aerocalifornia,3,88060
1997,Aerocozumel,3,14733
1997,Aeroejecutivo S.A de C.V ,3,20381
1997,Aerolineas Internacionales,3,19288
1997,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,52076
1997,Aeromar,3,28688
1997,Aerolineas Morelos S.A (Aeromorelos),3,1253
1997,Aerovías Caribe S.A  de C.V,3,35592
1997,Aeroméxico (Aerovías de México),3,466796
1997,Aviacsa (Consorcio Aviaxsa),3,48905
1997,Lineas Aereas Allegro,3,3960
1997,Mexicana (Mexicana de Aviación),3,378760
1997,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",3,82170
1998,Aero Cuahonte S.A de C.V,3,3347
1998,Aerocalifornia,3,133551
1998,Aerocozumel,3,9751
1998,Aeroejecutivo S.A de C.V ,3,14475
1998,Aerolineas Internacionales,3,26616
1998,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,61266
1998,Aeromar,3,34725
1998,Aerovías Caribe S.A  de C.V,3,45086
1998,Aeroméxico (Aerovías de México),3,526787
1998,Aviacsa (Consorcio Aviaxsa),3,64981
1998,Lineas Aereas Allegro,3,3435
1998,Mexicana (Mexicana de Aviación),3,394723
1998,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",3,109755
1999,Aero Cuahonte S.A de C.V,3,3646
1999,Aerocalifornia,3,138122
1999,Aerocozumel,3,14710
1999,Aeroejecutivo S.A de C.V ,3,3428
1999,Aerolineas Internacionales,3,24715
1999,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,60582
1999,Aeromar,3,32681
1999,Aerovías Caribe S.A  de C.V,3,48899
1999,Aeroméxico (Aerovías de México),3,565925
1999,Aviacsa (Consorcio Aviaxsa),3,90273
1999,Lineas Aereas Allegro,3,9630
1999,Mexicana (Mexicana de Aviación),3,402597
1999,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",3,160448
2000,Aeroméxico (Aerovías de México),3,629393
2000,Mexicana (Mexicana de Aviación),3,463927
2000,Aerocalifornia,3,129823
2000,Aviacsa (Consorcio Aviaxsa),3,99417
2000,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,59177
2000,Aeromar,3,46771
2000,Aerovías Caribe S.A  de C.V,3,42351
2000,Aerolineas Internacionales,3,32604
2000,Lineas Aereas Allegro,3,7894
2000,Aerocozumel,3,12889
2000,Aero Cuahonte S.A de C.V,3,3216
2000,Aeroejecutivo S.A de C.V ,3,2988
2001,Aero Cuahonte S.A de C.V,3,2749
2001,Aerocalifornia,3,124848
2001,Aerocozumel,3,8951
2001,Aerolineas Internacionales,3,33298
2001,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,70893
2001,Aeromar,3,36049
2001,Aerovías Caribe S.A  de C.V,3,41759
2001,Aeroméxico (Aerovías de México),3,626534
2001,Aviacsa (Consorcio Aviaxsa),3,133665
2001,Grupo  Aereo Monterrey,3,21515
2001,Lineas Aereas Allegro,3,25822
2001,Lineas Aereas Azteca,3,0
2001,Mexicana (Mexicana de Aviación),3,460606
2002,Aero Cuahonte S.A de C.V,3,1242
2002,Aerocalifornia,3,133717
2002,Aerocozumel,3,6432
2002,Aerolineas Internacionales,3,39486
2002,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,60817
2002,Aeromar,3,32975
2002,Aerovías Caribe S.A  de C.V,3,37328
2002,Aeroméxico (Aerovías de México),3,554625
2002,Aviacsa (Consorcio Aviaxsa),3,155130
2002,Grupo  Aereo Monterrey,3,35005
2002,Lineas Aereas Allegro,3,28365
2002,Lineas Aereas Azteca,3,23389
2002,Mexicana (Mexicana de Aviación),3,394668
2003,Aero Cuahonte S.A de C.V,3,609
2003,Aerocalifornia,3,30775
2003,Aerocozumel,3,3683
2003,Aerolineas Internacionales,3,49124
2003,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,68909
2003,Aeromar,3,47770
2003,Aerovías Caribe S.A  de C.V,3,53637
2003,Aeroméxico (Aerovías de México),3,528515
2003,Aviacsa (Consorcio Aviaxsa),3,162822
2003,Grupo  Aereo Monterrey,3,36788
2003,Lineas Aereas Allegro,3,16657
2003,Lineas Aereas Azteca,3,40104
2003,Mexicana (Mexicana de Aviación),3,417168
2004,Aero Cuahonte S.A de C.V,3,333
2004,Aerocalifornia,3,153391
2004,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,79396
2004,Aeromar,3,49953
2004,Aerovías Caribe S.A  de C.V,3,57687
2004,Aeroméxico (Aerovías de México),3,571246
2004,Aviacsa (Consorcio Aviaxsa),3,234414
2004,Grupo  Aereo Monterrey,3,34734
2004,Lineas Aereas Azteca,3,55664
2004,Mexicana (Mexicana de Aviación),3,407790
2005,ABC Aerolineas,3,0
2005,Aerocalifornia,3,155956
2005,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,79600
2005,Aeromar,3,40778
2005,Aerovías Caribe S.A  de C.V,3,61854
2005,Aeroméxico (Aerovías de México),3,546644
2005,Aviacsa (Consorcio Aviaxsa),3,299896
2005,Avolar,3,0
2005,Grupo Aereo  Monterrey,3,50223
2005,Lineas Aereas Azteca,3,65589
2005,Mexicana (Mexicana de Aviación),3,391925
2006,ABC Aerolíneas,3,75009
2006,Aerocalifornia,3,0
2006,Aeroenlaces,3,0
2006,Aerolineas Mesoamericanas,3,0
2006,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,71174
2006,Aeromar,3,57699
2006,Aerovías Caribe S.A  de C.V,3,129310
2006,Aeroméxico (Aerovías de México),3,572890
2006,Aviacsa (Consorcio Aviaxsa),3,243164
2006,Avolar,3,10481
2006,Grupo  Aereo Monterrey,3,37683
2006,Lineas Aereas Azteca,3,91207
2006,Mexicana (Mexicana de Aviación),3,432922
2006,Vuela,3,25212
2007,Aeroméxico (Aerovías de México),3,504675
2007,Mexicana (Mexicana de Aviación),3,398594
2007,Aviacsa (Consorcio Aviaxsa),3,304141
2007,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,190500
2007,Vuela,3,140799
2007,Aerovías Caribe S.A  de C.V,3,164833
2007,ABC Aerolineas,3,129954
2007,Aerocalifornia,3,102630
2007,Aeroenlaces,3,86742
2007,Avolar,3,70572
2007,Aerolineas Mesoamericanas,3,61484
2007,Grupo Aereo  Monterrey,3,50777
2007,Aeromar,3,47289
2007,Lineas Aereas Azteca,3,0
2008,ABC Aerolineas,3,249376
2008,Aerocalifornia,3,114203
2008,Aeroenlaces,3,151059
2008,Aerolineas Mesoamericanas,3,112905
2008,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,3,245374
2008,Aeromar,3,32363
2008,Aerovías Caribe S.A  de C.V,3,215708
2008,Aeroméxico (Aerovías de México),3,400208
2008,Aviacsa (Consorcio Aviaxsa),3,244075
2008,Avolar,3,88705
2008,Grupo Aereo  Monterrey,3,59888
2008,Mexicana (Mexicana de Aviación),3,339066
2008,Vuela,3,281194
2009,Aeroméxico Connect (Aerolitoral),3,319943
2009,Aeroméxico (Aerovias de México),3,348927
2009,Click (Aerovías Caribe),3,323600
2009,Volaris (Concesionaria Vuela Cia de Aviación),3,272261
2009,Interjet (ABC Aerolíneas),3,279862
2009,Mexicana (Mexicana de Aviación),3,238033
2009,Vivaaerobus (Aeroenlaces),3,82074
2009,Aviacsa (Consorcio Aviaxsa),3,218702
2009,Magnicharters (Grupo Aéreo Monterrey),3,43481
2009,Aeromar,3,45657
2009,Mexicana Link,3,4818
2009,Aerocalifornia,3,0
2009,Alma (Aerolineas Mesoamericanas),3,0
2009,Avolar,3,0
2010,Aeroméxico Connect (Aerolitoral),3,378901
2010,Click (Aerovías Caribe),3,331192
2010,Aeroméxico (Aerovías de México),3,305523
2010,Interjet (ABC Aerolíneas),3,278355
2010,Volaris (Concesionaria Vuela Cia de Aviación),3,272415
2010,Mexicana (Mexicana de Aviación),3,208963
2010,Vivaaerobus (Aeroenlaces),3,169320
2010,Mexicana Link ,3,75626
2010,Aeromar,3,52424
2010,Magnicharters (Grupo Aéreo Monterrey),3,45647
2010,Aeroméxico Travel,3,0
2011,Interjet (ABC Aerolíneas),3,495374
2011,Aeroméxico Connect (Aerolitoral),3,440868
2011,Aeroméxico (Aerovías de México),3,406862
2011,Volaris (Concesionaria Vuela Cia de Aviación),3,373439
2011,Vivaaerobus (Aeroenlaces),3,209606
2011,Magnicharters (Grupo Aéreo Monterrey),3,53934
2011,Aeromar,3,49198
2012,Interjet (ABC Aerolíneas),3,571861
2012,Aeroméxico Connect (Aerolitoral),3,468629
2012,Aeroméxico (Aerovías de México),3,469595
2012,Volaris (Concesionaria Vuela Cia de Aviación),3,426576
2012,Vivaaerobus (Aeroenlaces),3,232081
2012,Magnicharters (Grupo Aéreo Monterrey),3,56397
2012,Aeromar,3,49952
2013,Interjet (ABC Aerolíneas),3,595521
2013,Aeroméxico Connect (Aerolitoral),3,453787
2013,Aeroméxico (Aerovías de México),3,356228
2013,Volaris (Concesionaria Vuela Cia de Aviación),3,556870
2013,Vivaaerobus (Aeroenlaces),3,345863
2013,Magnicharters (Grupo Aéreo Monterrey),3,56541
2013,Aeromar,3,45523
2014,Aéreo Calafia,3,0
2014,Aeromar,3,44635
2014,Aeroméxico (Aerovías de México),3,416691
2014,Aeroméxico Connect (Aerolitoral),3,591907
2014,Interjet (ABC Aerolíneas),3,580837
2014,Magnicharters (Grupo Aéreo Monterrey),3,63653
2014,Transportes Aéreos Regionales (TAR),3,2222
2014,Vivaaerobus (Aeroenlaces),3,275463
2014,Volaris (Concesionaria Vuela Cia de Aviación),3,561407
2015,Aéreo Calafia,3,5881
2015,Aeromar,3,41492
2015,Aeroméxico (Aerovías de México),3,450515
2015,Aeroméxico Connect (Aerolitoral),3,618045
2015,Interjet (ABC Aerolíneas),3,751439
2015,Magnicharters (Grupo Aéreo Monterrey),3,70055
2015,Transportes Aéreos Regionales (TAR),3,18093
2015,Vivaaerobus (Aeroenlaces),3,326644
2015,Volaris (Concesionaria Vuela Cia de Aviación),3,685155
2016,Aéreo Calafia,3,15121
2016,Aeromar,3,40045
2016,Aeroméxico (Aerovías de México),3,420875
2016,Aeroméxico Connect (Aerolitoral),3,629618
2016,Interjet (ABC Aerolíneas),3,758126
2016,Magnicharters (Grupo Aéreo Monterrey),3,66174
2016,Transportes Aéreos Regionales (TAR),3,52964
2016,Vivaaerobus (Aeroenlaces),3,435102
2016,Volaris (Concesionaria Vuela Cia de Aviación),3,935350
2017,Aéreo Calafia,3,13311
2017,Aeromar,3,56749
2017,Aeroméxico (Aerovías de México),3,473301
2017,Aeroméxico Connect (Aerolitoral),3,644043
2017,Interjet (ABC Aerolíneas),3,776718
2017,Magnicharters (Grupo Aéreo Monterrey),3,50705
2017,Transportes Aéreos Regionales (TAR),3,38258
2017,Vivaaerobus (Aeroenlaces),3,542394
2017,Volaris (Concesionaria Vuela Cia de Aviación),3,999914
2018,Aéreo Calafia,3,29029
2018,Aeromar,3,64479
2018,Aeroméxico (Aerovías de México),3,442790
2018,Aeroméxico Connect (Aerolitoral),3,685629
2018,Interjet (ABC Aerolíneas),3,873147
2018,Magnicharters (Grupo Aéreo Monterrey),3,50611
2018,Transportes Aéreos Regionales (TAR),3,50043
2018,Vivaaerobus (Aeroenlaces),3,706824
2018,Volaris (Concesionaria Vuela Cia de Aviación),3,1146259
2019,Aéreo Calafia,3,24631
2019,Aeromar,3,65023
2019,Aeroméxico (Aerovías de México),3,459572
2019,Aeroméxico Connect (Aerolitoral),3,666221
2019,Interjet (ABC Aerolíneas),3,875192
2019,Magnicharters (Grupo Aéreo Monterrey),3,40758
2019,Transportes Aéreos Regionales (TAR),3,49242
2019,Vivaaerobus (Aeroenlaces),3,743339
2019,Volaris (Concesionaria Vuela Cia de Aviación),3,1386887
2020,Aéreo Calafia,3,8791
2020,Aeromar,3,40953
2020,Aeroméxico (Aerovías de México),3,309645
